TIME,VALUE
15:22:16,999
15:22:16,999
15:22:16,999
15:22:16,999
15:22:16,999
15:22:16,999
15:22:16,999
15:22:16,999
15:22:16,999
15:28:24,99
15:28:24,99
15:28:24,99
15:28:24,99
15:28:24,99
15:28:24,99
15:28:24,99
15:28:24,99
15:28:24,99
15:30:02,999
15:30:02,999
15:30:02,999
15:30:02,999
15:30:02,999
15:30:02,999
15:30:02,999
15:30:02,999
15:30:02,999
15:36:39,999
15:36:39,999
15:36:39,999
15:36:39,999
15:36:39,999
15:36:39,999
15:36:39,999
15:36:39,999
15:36:39,999
15:44:19,999
15:44:19,999
15:44:19,999
15:44:19,999
15:44:19,999
15:44:19,999
15:44:19,999
15:44:19,999
15:44:19,999
15:47:00,999
15:47:00,999
15:47:00,999
15:47:00,999
15:47:00,999
15:47:00,999
15:47:00,999
15:47:00,999
15:47:00,999
